rowname	logFC	AveExpr	t	P.Value	adj.P.Val	B	z.std	Gene.name	Tax	KEGG.ID	KEGGFUN	KEGGPATH	COG.ID	COGFUN	COGPATH	PFAM	direction
49	bd17_expression_39_34098-35483	-0.9831892427932	8.12668153754846	-2.07482661983306	0.0482342771914721	0.804390634056164	-4.06614833290928	-1.97529855449907		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium				ENOG410XNPI	secreted protein	Function unknown	PF07044 [Protein of unknown function (DUF1329)];PF17131 [Outer membrane lipoprotein-sorting protein]	ns
50	bd17_expression_31_7770-8825	0.757639100490485	7.80886668757281	2.08779231536094	0.0494632995290294	0.804390634056164	-4.12701985787516	1.96457628035248		k_Bacteria	K00091	dihydroflavonol-4-reductase [EC:1.1.1.219]	Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers	ENOG410XQSG	Nad-dependent epimerase dehydratase	Function unknown	PF01073 [3-beta hydroxysteroid dehydrogenase/isomerase family];PF01370 [NAD dependent epimerase/dehydratase family];PF07993 [Male sterility protein];PF13460 [NAD(P)H-binding ]	ns
51	bd17_expression_99_1150-3471	0.997386122071734	7.89773971066332	2.06322863608684	0.0516294724626776	0.804390634056164	-4.13162336586537	1.9462103892008		k_Bacteria				ENOG410ZSJD		Function unknown	PF13640 [2OG-Fe(II) oxygenase superfamily]	ns
52	bd17_expression_26_17391-18599	-0.689698012611219	7.69099259135896	-2.04073242589839	0.0524463168668319	0.804390634056164	-4.16228590136533	-1.9394520579455		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales				ENOG4111I4S		Function unknown		ns
53	bd17_expression_27_172-2766	-1.03891392722044	7.87657318464747	-2.0508793445581	0.0528695397688559	0.804390634056164	-4.17885879702376	-1.93598498666858	K07004	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K07004	uncharacterized protein	Not Included in Pathway or Brite; Poorly characterized; Function unknown	COG2374	Predicted extracellular nuclease	General function prediction only		ns
54	bd17_expression_187_9838-12546	0.782173756598098	7.86389245966098	2.04784406811605	0.0532783750916196	0.804390634056164	-4.19380062890426	1.932657734419		k_Bacteria								ns
55	bd17_expression_306_358-2991	0.803380236962659	7.86766772055768	2.04530070998026	0.0536146339132631	0.804390634056164	-4.18663502020272	1.9299370832871	ppc	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K01595	phosphoenolpyruvate carboxylase [EC:4.1.1.31]	Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Metabolism; Energy metabolism; Carbon fixation in photosynthetic organisms | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes | Metabolism; Energy metabolism; Methane metabolism	COG2352	Phosphoenolpyruvate carboxylase	Energy production and conversion	PF00311 [Phosphoenolpyruvate carboxylase]	ns
56	bd17_expression_126_388-1971	0.852903079825584	7.87295195094386	2.01228765715145	0.0548606468477443	0.804390634056164	-4.23547349037723	1.91997824942776										ns
57	bd17_expression_3_39022-39990	-0.650624471015649	7.58545040522771	-2.01166486184364	0.0549304974153689	0.804390634056164	-4.25412825695578	-1.91942557049452	kdsD, kpsF	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K06041	arabinose-5-phosphate isomerase [EC:5.3.1.13]	Metabolism; Glycan biosynthesis and metabolism; Lipopolysaccharide biosynthesis | Brite Hierarchies; Protein families: metabolism; Lipopolysaccharide biosynthesis proteins	COG0517;COG0794			PF00571 [CBS domain];PF01380 [SIS domain]	ns
58	bd17_expression_256_1293-2408	0.838585045802968	7.854508328867	2.03063135248866	0.0551483601793828	0.804390634056164	-4.22042735525654	1.91770552976597	ACADM, acd	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K00249	acyl-CoA dehydrogenase [EC:1.3.8.7]	Metabolism; Carbohydrate metabolism; Propanoate metabolism | Metabolism; Lipid metabolism; Fatty acid degradation | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation | Metabolism; Metabolism of other amino acids; beta-Alanine metabolism | Organismal Systems; Endocrine system; PPAR signaling pathway	ENOG410ZP1Q	acyl-Coa dehydrogenase	Lipid transport and metabolism	PF00441 [Acyl-CoA dehydrogenase, C-terminal domain];PF02771 [Acyl-CoA dehydrogenase, N-terminal domain]	ns
59	bd17_expression_306_16750-17973	0.838585045802968	7.854508328867	2.03063135248866	0.0551483601793828	0.804390634056164	-4.22042735525654	1.91770552976597	pilC	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K02653	type IV pilus assembly protein PilC	Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system | Brite Hierarchies; Protein families: signaling and cellular processes; Bacterial motility proteins	COG1459	Type II secretory pathway, component PulF	Cell motility and secretion	PF00482 [Type II secretion system (T2SS), protein F]	ns
60	bd17_expression_173_25586-27721	-0.976851663749239	7.88800676496547	-2.00522532775354	0.0556573503449323	0.804390634056164	-4.2579134134947	-1.91370898515644	K06888	k_Bacteria	K06888	uncharacterized protein	Not Included in Pathway or Brite; Poorly characterized; Function unknown	COG1331	Highly conserved protein containing a thioredoxin domain	Posttranslational modification, protein turnover, chaperones	PF03190 [Protein of unknown function, DUF255]	ns
61	bd17_expression_173_44537-45790	-0.64044434516234	7.60815817838637	-2.03699459844618	0.0561999530603468	0.804390634056164	-4.2162665290463	-1.90948191093318										ns
62	bd17_expression_173_63021-64022	-0.62560336361415	7.59778231531032	-2.01769327089287	0.0584567295666248	0.804390634056164	-4.24936474261247	-1.89225713193673						ENOG4111HW5		Function unknown		ns
63	bd17_expression_234_7446-8054	-0.642480727005545	7.58076433736571	-1.99500072242039	0.0600982843652467	0.804390634056164	-4.28308286037948	-1.88007186458912										ns
64	bd17_expression_293_982-2700	-0.752265894667553	7.78680183179234	-1.96114441507875	0.060864615922065	0.804390634056164	-4.33300450832165	-1.87447767780972	ACSL, fadD	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K01897	long-chain acyl-CoA synthetase [EC:6.2.1.3]	Metabolism; Lipid metabolism; Fatty acid biosynthesis | Metabolism; Lipid metabolism; Fatty acid degradation | Cellular Processes; Transport and catabolism; Peroxisome | Cellular Processes; Cell growth and death; Ferroptosis | Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Organismal Systems; Endocrine system; Adipocytokine signaling pathway | Organismal Systems; Endocrine system; PPAR signaling pathway | Organismal Systems; Environmental adaptation; Thermogenesis | Brite Hierarchies; Protein families: metabolism; Lipid biosynthesis proteins | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome	COG0318	Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II	Secondary metabolites biosynthesis, transport and catabolism|Lipid metabolism	PF00501 [AMP-binding enzyme];PF13193 [AMP-binding enzyme C-terminal domain]	ns
65	bd17_expression_39_8506-9228	-0.635847840780778	7.57571745952986	-1.98400652352633	0.0614652130624321	0.804390634056164	-4.30218995826947	-1.87013399279905	NANP	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K01097	N-acylneuraminate-9-phosphatase [EC:3.1.3.29]	Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism | Brite Hierarchies; Protein families: metabolism; Protein phosphatases and associated proteins	COG1011	Predicted hydrolase (HAD superfamily)	General function prediction only	PF00702 [haloacid dehalogenase-like hydrolase];PF13419 [Haloacid dehalogenase-like hydrolase]	ns
66	bd17_expression_271_4080-4793	-0.635847840780778	7.57571745952986	-1.98400652352633	0.0614652130624321	0.804390634056164	-4.30218995826947	-1.87013399279905										ns
67	bd17_expression_261_7117-9267	-0.89536375421242	7.90350844304888	-1.9546138427088	0.0616713968305291	0.804390634056164	-4.34041618368972	-1.86865091759878	hlyB, cyaB	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Oceanospirillales;f_Endozoicomonadaceae;g_Endozoicomonas	K11004	ATP-binding cassette, subfamily B, bacterial HlyB/CyaB	Environmental Information Processing; Membrane transport; ABC transporters | Environmental Information Processing; Membrane transport; Bacterial secretion system | Human Diseases; Infectious diseases: Bacterial; Pertussis | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system	COG2274	ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain		PF00005 [ABC transporter];PF00664 [ABC transporter transmembrane region];PF03412 [Peptidase C39 family]	ns
68	bd17_expression_191_2015-4132	-0.653414357587606	7.61426277346417	-1.97173912286978	0.0633535552749018	0.804390634056164	-4.32133651116588	-1.85670205297899		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K05962	protein-histidine pros-kinase [EC:2.7.13.1]	Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers	ENOG410XNMH	Histidine kinase	Signal transduction mechanisms	PF00072 [Response regulator receiver domain];PF00512 [His Kinase A (phospho-acceptor) domain];PF02518 [Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase]	ns
69	bd17_expression_109_18844-19752	-0.62390806411062	7.56428387921186	-1.9636908463491	0.0641158114078949	0.804390634056164	-4.33702530890019	-1.85137369011235	lpxL, htrB	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K02517	Kdo2-lipid IVA lauroyltransferase [EC:2.3.1.241]	Metabolism; Glycan biosynthesis and metabolism; Lipopolysaccharide biosynthesis | Brite Hierarchies; Protein families: metabolism; Lipopolysaccharide biosynthesis proteins	COG1560	Lauroyl/myristoyl acyltransferase	Cell envelope biogenesis, outer membrane	PF03279 [Bacterial lipid A biosynthesis acyltransferase]	ns
70	bd17_expression_290_6320-7804	-0.62390806411062	7.56428387921186	-1.9636908463491	0.0641158114078949	0.804390634056164	-4.33702530890019	-1.85137369011235		k_Bacteria				ENOG4111IBC		Function unknown	PF15611 [EH_Signature domain]	ns
71	bd17_expression_9_17566-19182	-0.493836852177383	7.69451435284431	-1.92853679728391	0.0649871065298681	0.804390634056164	-4.37102756355344	-1.84534680106026	mltD, dniR	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K08307	membrane-bound lytic murein transglycosylase D [EC:4.2.2.-]	Brite Hierarchies; Protein families: metabolism; Peptidoglycan biosynthesis and degradation proteins	COG0741	Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)	Cell envelope biogenesis, outer membrane	PF01464 [Transglycosylase SLT domain];PF01476 [LysM domain]	ns
72	bd17_expression_76_2-1459	1.20410383743503	8.63311896344327	1.95000816230406	0.0654058082737272	0.804390634056164	-4.24481621674539	1.84247425975972	K07484	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K07484	transposase	Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair	COG3436	Transposase and inactivated derivatives	DNA replication, recombination and repair	PF03050 [Transposase IS66 family ]	ns
73	bd17_expression_191_12911-14797	-0.53905178914195	14.9891882386572	-1.97802243053831	0.0661484027320069	0.804390634056164	-4.3442574009516	-1.83741670408328	yfbK	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K07114	Ca-activated chloride channel homolog	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG2304	Uncharacterized protein containing a von Willebrand factor type A (vWA) domain	General function prediction only	PF13519 [von Willebrand factor type A domain]	ns
74	bd17_expression_161_24000-27872	0.958478889918949	7.95265371954197	1.91604393660947	0.0666300614478213	0.804390634056164	-4.38516608989098	1.83416125114668	purL, PFAS	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K01952	phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	Metabolism; Nucleotide metabolism; Purine metabolism	COG0046;COG0047			PF02769 [AIR synthase related protein, C-terminal domain];PF13507 [CobB/CobQ-like glutamine amidotransferase domain];PF18072 [];PF18076 []	ns
75	bd17_expression_260_2715-3980	-0.633067815818588	7.60142642206868	-1.94566143101313	0.0667282629830806	0.804390634056164	-4.36562745888005	-1.83349990296471	kdtA, waaA	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K02527	3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	Metabolism; Glycan biosynthesis and metabolism; Lipopolysaccharide biosynthesis | Brite Hierarchies; Protein families: metabolism; Glycosyltransferases | Brite Hierarchies; Protein families: metabolism; Lipopolysaccharide biosynthesis proteins	COG1519	3-deoxy-D-manno-octulosonic-acid transferase	Cell envelope biogenesis, outer membrane	PF04413 [3-Deoxy-D-manno-octulosonic-acid transferase (kdotransferase)]	ns
76	bd17_expression_71_6416-7771	-0.657329702512996	7.70837137927742	-1.92186239313949	0.0667361929844092	0.804390634056164	-4.34487965306553	-1.83344653254921	allB	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	K01466	allantoinase [EC:3.5.2.5]	Metabolism; Nucleotide metabolism; Purine metabolism	COG0044	Dihydroorotase and related cyclic amidohydrolases	Nucleotide transport and metabolism	PF01979 [Amidohydrolase family];PF07969 [Amidohydrolase family]	ns
77	bd17_expression_17_3165-4805	-0.627301252051167	7.59778231531032	-1.93744318978302	0.0678175763869467	0.804390634056164	-4.3793610474085	-1.82621703479591	glpK, GK	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K00864	glycerol kinase [EC:2.7.1.30]	Metabolism; Lipid metabolism; Glycerolipid metabolism | Organismal Systems; Endocrine system; PPAR signaling pathway | Organismal Systems; Environmental adaptation; Plant-pathogen interaction | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome	COG0554	Glycerol kinase	Energy production and conversion	PF00370 [FGGY family of carbohydrate kinases, N-terminal domain];PF02782 [FGGY family of carbohydrate kinases, C-terminal domain]	ns
78	bd17_expression_296_2979-4082	0.807129776637169	7.84946145103115	1.90584814477657	0.0679976647823676	0.804390634056164	-4.38881725738424	1.82502229629644										ns
79	bd17_expression_26_19309-20508	-0.622066081770445	7.59392372905639	-1.92961312363078	0.068884921358366	0.804390634056164	-4.39228442407031	-1.81917378234994	fabV, ter	k_Bacteria;p_Pseudomonadota	K00209	enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]	Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Lipid metabolism; Fatty acid biosynthesis | Brite Hierarchies; Protein families: metabolism; Lipid biosynthesis proteins	COG3007	Uncharacterized paraquat-inducible protein B	Function unknown	PF07055 [Enoyl reductase FAD binding domain];PF12241 [Trans-2-enoyl-CoA reductase catalytic region];PF12242 [NAD(P)H binding domain of trans-2-enoyl-CoA reductase]	ns
80	bd17_expression_95_34971-35372	-0.622066081770445	7.59392372905639	-1.92961312363078	0.068884921358366	0.804390634056164	-4.39228442407031	-1.81917378234994	ruvX	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K07447	putative holliday junction resolvase [EC:3.1.-.-]	Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers	COG0816	Predicted endonuclease involved in recombination (possible Holliday junction resolvase in Mycoplasmas and B. subtilis)	DNA replication, recombination and repair	PF03652 [Holliday junction resolvase]	ns
