rowname	logFC	AveExpr	t	P.Value	adj.P.Val	z.std	Gene name	KEGG ID	KEGGFUN	KEGGPATH	COG ID	COGFUN	COGPATH	PFAM	superkingdom	phylum	class	order	family	genus	species	direction
50	PlaceSamplesHere_313121_3578-4279	4.90804456067849	4.96377794737852	5.34594685652821	0.000252042990779584	0.0142822992815494	3.66017506316688	RP-S3, rpsC	K02982	small subunit ribosomal protein S3	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0092	Ribosomal protein S3	Translation, ribosomal structure and biogenesis	PF00189 [Ribosomal protein S3, C-terminal domain];PF07650 [KH domain]	Bacteria	Pseudomonadota	Gammaproteobacteria	Unclassified Gammaproteobacteria	Unclassified Gammaproteobacteria	Unclassified Gammaproteobacteria	Unclassified Gammaproteobacteria	captive
51	PlaceSamplesHere_313122_245-556	4.0398416079384	4.15303123894627	5.22249053347706	0.000253267476828588	0.0142822992815494	3.65893306134727	RP-S10, MRPS10, rpsJ	K02946	small subunit ribosomal protein S10	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0051	Ribosomal protein S10	Translation, ribosomal structure and biogenesis	PF00338 [Ribosomal protein S10p/S20e]	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Unclassified Vibrio	captive
52	PlaceSamplesHere_44904_886-1506	5.11536012577703	4.7052650325246	5.22586451544556	0.000266125140154173	0.0145266235948282	3.6462209849946	RP-S4, rpsD	K02986	small subunit ribosomal protein S4	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0522	Ribosomal protein S4 and related proteins	Translation, ribosomal structure and biogenesis	PF00163 [Ribosomal protein S4/S9 N-terminal domain];PF01479 [S4 domain]	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Unclassified Pseudoalteromonas	captive
53	PlaceSamplesHere_570716_3-239	3.54204267548826	3.94245178220644	5.12073436187924	0.000268628486382152	0.0145266235948282	3.64381313047701	RP-S19, rpsS	K02965	small subunit ribosomal protein S19	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0185	Ribosomal protein S19	Translation, ribosomal structure and biogenesis	PF00203 [Ribosomal protein S19]	Bacteria	Pseudomonadota	Gammaproteobacteria	Unclassified Gammaproteobacteria	Unclassified Gammaproteobacteria	Unclassified Gammaproteobacteria	Unclassified Gammaproteobacteria	captive
54	PlaceSamplesHere_612903_3-824	3.62823977571358	3.7604031142358	5.09015139680199	0.000272753016036412	0.0145266235948282	3.63989143441584	sucC	K01903	succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Propanoate metabolism | Metabolism; Carbohydrate metabolism; C5-Branched dibasic acid metabolism | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes	COG0045	Succinyl-CoA synthetase, beta subunit	Energy production and conversion	PF00549 [CoA-ligase];PF08442 [ATP-grasp domain]	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Unclassified Vibrio	captive
55	PlaceSamplesHere_546787_367-1149	4.38814022896937	4.87728272618993	5.23701820742087	0.00030063387553189	0.0155117461967402	3.61475319921356					ENOG4111IWR	Flagellar filament outer layer protein Flaa	Cell motility	PF04620 [Flagellar filament outer layer protein Flaa]	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Unclassified Spirochaetaceae	Unclassified Spirochaetaceae	captive
56	PlaceSamplesHere_187245_2-2032	4.79447061935175	4.27108216339177	5.04190299639306	0.000307020700268363	0.0155117461967402	3.60930310938202					ENOG410ZK5F		Function unknown		Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	captive
57	PlaceSamplesHere_439752_116-358	5.29032374726176	4.70672293177092	5.15585987386333	0.000313175616154681	0.0155117461967402	3.60415045026323					ENOG410XYGT		Function unknown		Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp.	captive
58	PlaceSamplesHere_310498_2197-2568	4.20885838730591	4.32794749386084	5.09656375764194	0.000314743634336005	0.0155117461967402	3.60285292351156	RP-L14, MRPL14, rplN	K02874	large subunit ribosomal protein L14	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0093	Ribosomal protein L14	Translation, ribosomal structure and biogenesis	PF00238 [Ribosomal protein L14p/L23e]	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Unclassified Vibrionaceae	Unclassified Vibrionaceae	captive
59	PlaceSamplesHere_614832_2306-3832	-2.54934836448917	5.29362946126959	-4.38262152148438	0.00032012642184125	0.0155117461967402	-3.59844427616785	murA	K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism | Metabolism; Glycan biosynthesis and metabolism; Peptidoglycan biosynthesis | Brite Hierarchies; Protein families: metabolism; Peptidoglycan biosynthesis and degradation proteins	COG0766	UDP-N-acetylglucosamine enolpyruvyl transferase	Cell envelope biogenesis, outer membrane	PF00275 [EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)];PF01381 [Helix-turn-helix]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unclassified Cutibacterium	wild
60	PlaceSamplesHere_493732_1-966	3.65233318400233	3.7743585032117	5.04160999000176	0.000324318060478048	0.0155117461967402	3.59505900740798	fusA, GFM, EFG	K02355	elongation factor G	Brite Hierarchies; Protein families: genetic information processing; Translation factors | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis	COG0480	Translation elongation factors (GTPases)	Translation, ribosomal structure and biogenesis	PF03144 [Elongation factor Tu domain 2];PF14492 [Elongation Factor G, domain II]	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Unclassified Vibrio	captive
61	PlaceSamplesHere_583821_159-470	3.66356018343967	3.82609143213101	5.07494897792061	0.000329004352573418	0.0155117461967402	3.59132239093209	RP-L21, MRPL21, rplU	K02888	large subunit ribosomal protein L21	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0261	Ribosomal protein L21	Translation, ribosomal structure and biogenesis	PF00829 [Ribosomal prokaryotic L21 protein]	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Unclassified Vibrio	captive
62	PlaceSamplesHere_431654_83-781	4.45251635330515	4.3676552713474	5.04407058767192	0.000339687685883883	0.0157571255580976	3.58298687191312	RP-S3, rpsC	K02982	small subunit ribosomal protein S3	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0092	Ribosomal protein S3	Translation, ribosomal structure and biogenesis	PF00189 [Ribosomal protein S3, C-terminal domain];PF07650 [KH domain]	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Unclassified Oceanospirillales	Unclassified Oceanospirillales	Unclassified Oceanospirillales	captive
63	PlaceSamplesHere_102369_4275-7679	4.74979211039991	5.09173345715031	5.10357767014573	0.000349645022101992	0.0158020184575284	3.57543576299362	rpoB	K03043	DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	Genetic Information Processing; Transcription; RNA polymerase | Brite Hierarchies; Protein families: genetic information processing; Transcription machinery | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	Transcription	PF00562 [RNA polymerase Rpb2, domain 6];PF04560 [RNA polymerase Rpb2, domain 7];PF04561 [RNA polymerase Rpb2, domain 2];PF04565 [RNA polymerase Rpb2, domain 3];PF10385 [RNA polymerase beta subunit external 1 domain]	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Unclassified Pseudoalteromonas	captive
64	PlaceSamplesHere_293436_1-303	3.79184750220627	3.90793527733144	5.00898501146311	0.000351644360668226	0.0158020184575284	3.57394385623177	RP-L7, MRPL12, rplL	K02935	large subunit ribosomal protein L7/L12	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0222	Ribosomal protein L7/L12	Translation, ribosomal structure and biogenesis	PF00542 [Ribosomal protein L7/L12 C-terminal domain];PF16320 [Ribosomal protein L7/L12 dimerisation domain]	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Unclassified Vibrionaceae	Unclassified Vibrionaceae	captive
65	PlaceSamplesHere_536763_307-390	3.72990138819864	4.08084964420688	5.04432568307166	0.000361254737423526	0.0159841326896932	3.56688150214469									Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Unclassified Vibrio	captive
66	PlaceSamplesHere_213714_337-1014	-1.7365554304477	5.69477675442978	-4.31677878217204	0.00037188878057536	0.016047332751879	-3.55926878209028	rpoE	K03088	RNA polymerase sigma-70 factor, ECF subfamily	Brite Hierarchies; Protein families: genetic information processing; Transcription machinery	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 homolog	Transcription	PF04542 [Sigma-70 region 2 ];PF08281 [Sigma-70, region 4]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	wild
67	PlaceSamplesHere_6788_11009-11878	-1.83240069599357	5.70610249145357	-4.29925832956928	0.000387031220106881	0.016047332751879	-3.54877255873305	lipA	K03644	lipoyl synthase [EC:2.8.1.8]	Metabolism; Metabolism of cofactors and vitamins; Lipoic acid metabolism	COG0320	Lipoate synthase	Coenzyme metabolism	PF04055 [Radical SAM superfamily]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	wild
68	PlaceSamplesHere_40324_9647-10315	-1.92406465215407	4.74682506118812	-4.29666901895289	0.0003893211562111	0.016047332751879	-3.54721877132029	araD, ulaF, sgaE, sgbE	K03077	L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]	Metabolism; Carbohydrate metabolism; Pentose and glucuronate interconversions | Metabolism; Carbohydrate metabolism; Ascorbate and aldarate metabolism	COG0235	Ribulose-5-phosphate 4-epimerase and related epimerases and aldolases	Carbohydrate transport and metabolism	PF00596 [Class II Aldolase and Adducin N-terminal domain]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	wild
69	PlaceSamplesHere_546788_3-557	4.09303330284117	4.43287895803813	4.98954743902766	0.000389552948221674	0.016047332751879	3.54706197009379					ENOG4111WWC	Flagellar filament outer layer protein	Cell motility		Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Unclassified Spirochaetaceae	Unclassified Spirochaetaceae	captive
70	PlaceSamplesHere_137687_1-873	3.64777166996139	4.46205019900783	4.99017299134669	0.000390581812458808	0.016047332751879	3.54636702107565	ATPF1A, atpA	K02111	F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]	Metabolism; Energy metabolism; Oxidative phosphorylation | Metabolism; Energy metabolism; Photosynthesis | Brite Hierarchies; Protein families: metabolism; Photosynthesis proteins	COG0056	F0F1-type ATP synthase, alpha subunit	Energy production and conversion	PF00006 [ATP synthase alpha/beta family, nucleotide-binding domain];PF00306 [ATP synthase alpha/beta chain, C terminal domain]	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Unclassified Vibrio	captive
71	PlaceSamplesHere_411313_1011-1814	-1.55318493075233	5.51904249854851	-4.33763142748951	0.000445851087327427	0.0179325717569886	-3.51134159460628	ispD	K00991	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60]	Metabolism; Metabolism of terpenoids and polyketides; Terpenoid backbone biosynthesis	COG1211	4-diphosphocytidyl-2-methyl-D-erithritol synthase	Lipid metabolism	PF01128 [2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase];PF12804 [MobA-like NTP transferase domain]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	wild
72	PlaceSamplesHere_293436_1094-1798	4.35972705830828	4.51685832820967	4.88677776521975	0.000448937818672872	0.0179325717569886	3.5095072504432	RP-L1, MRPL1, rplA	K02863	large subunit ribosomal protein L1	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0081	Ribosomal protein L1	Translation, ribosomal structure and biogenesis	PF00687 [Ribosomal protein L1p/L10e family]	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Unclassified Vibrio	captive
73	PlaceSamplesHere_328307_2-469	4.1672124567223	4.25043143574246	4.83878255809404	0.000473964508883105	0.0186729031170933	3.49505475629955	RP-L11, MRPL11, rplK	K02867	large subunit ribosomal protein L11	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0080	Ribosomal protein L11	Translation, ribosomal structure and biogenesis	PF00298 [Ribosomal protein L11, RNA binding domain];PF03946 [Ribosomal protein L11, N-terminal domain]	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Unclassified Vibrio	captive
74	PlaceSamplesHere_3013_28413-30239	-1.91623853608047	5.82772547414585	-4.19004034908342	0.000496470230467701	0.0191771139265499	-3.48265364763138	murJ, mviN	K03980	putative peptidoglycan lipid II flippase	Brite Hierarchies; Protein families: metabolism; Peptidoglycan biosynthesis and degradation proteins | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG0728	Uncharacterized membrane protein, putative virulence factor	General function prediction only	PF03023 [MviN-like protein]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	wild
75	PlaceSamplesHere_391842_1-699	4.32416606682619	4.02848225780466	4.75651272845525	0.000500098589878735	0.0191771139265499	3.48070359198173	ATPF1B, atpD	K02112	F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]	Metabolism; Energy metabolism; Oxidative phosphorylation | Metabolism; Energy metabolism; Photosynthesis | Brite Hierarchies; Protein families: metabolism; Photosynthesis proteins	COG0055	F0F1-type ATP synthase, beta subunit	Energy production and conversion	PF00006 [ATP synthase alpha/beta family, nucleotide-binding domain]	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Unclassified Pseudoalteromonas	captive
76	PlaceSamplesHere_313120_2687-3385	4.72128654427494	4.22132235625995	4.79019595082946	0.000514674279598921	0.0194763582648223	3.47300056094018	RP-S3, rpsC	K02982	small subunit ribosomal protein S3	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0092	Ribosomal protein S3	Translation, ribosomal structure and biogenesis	PF00189 [Ribosomal protein S3, C-terminal domain];PF07650 [KH domain]	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Unclassified Pseudoalteromonas	captive
77	PlaceSamplesHere_218831_1206-1640	4.48812189004307	4.49483797059098	4.78956899512345	0.000525326722298479	0.0196212941990964	3.46749847528088	RP-L15, MRPL15, rplO	K02876	large subunit ribosomal protein L15	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0200	Ribosomal protein L15	Translation, ribosomal structure and biogenesis	PF00828 [Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A]	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Unclassified Vibrio	captive
